description,time,author,title 
"发信人: fpipi (wowo), 信区: Intern , 标  题: /北京/券商石化行研暑期实习 , 发信站: 水木社区 (Thu May 11 18:54:16 2017), 站内 ,  , 方正证券石化行研暑期实习生招聘   , 招聘人数：1-2人     , 工作内容：主要负责行业数据搜集整理、石化上市公司跟踪、协助撰写分析报告,并在研究员的指导下学习石化行业研究方法。    ,    , 工作要求：    , 1.有金融或经济学教育背景，具备一定的经济、会计、财务基础，有金融化工复合背景优先；    , 2.拥有良好的逻辑分析、文字表达、数据处理能力，熟练使用excel、ppt、wind等工具优先；    , 3.有行研相关实习经验者优先；    , 实习地点：北京市西城区阜成门外大街 方正证券大厦    ,    , 其他要求（非常重要）：实习是进入行研的敲门砖，至少实习三个月才能真正有所收获，所以我们要求有三个月以上实习时间，每周至少到岗实习3天，实习期间需在北京，2019年及以后的毕业生。    ,    , 请发送简历至：founderpec@qq.com，并请将邮件标题和简历附件命名为：姓名-学校-专业-毕业时间。并请在邮件内写明可保证实习的起止时间。 简历投递截止至2017年5月30日。  , -- , ",1494500056,"发信人: fpipi (wowo), 信区: Intern ", 标  题: /北京/券商石化行研暑期实习 
"发信人: icprojects (icprojects), 信区: Intern , 标  题: 【英普教育】市场经理/市场助理（欢迎实习生和兼职） , 发信站: 水木社区 (Thu May 11 18:40:39 2017), 站内 ,  , 英普教育成立于2012年，是由回国留学生创办的国际教育和交流的企业。公司致力于为中国学生定身打造个性化的教育项目，目前每年有上千学生参加公司的各种项目。因业务发展需要，公司目前招聘市场经理，负责公司国际教育项目调研、规划。                           ,                                                      , 要求和职责                           , 1、自主性强，善于市场分析和市场战略制定。                           , 2、热爱和熟悉教育行业和环境，善于跟学生和家长沟通。                           , 3、有相关行业1-3年经验者优先；  , 4、熟悉新媒体运作，熟悉微信等自媒体平台的内容推广，擅长文案写作。                           , 5、大学本科，有海外教育背景者优先；能独立到国外出差；同时也欢迎大学高年级学生或研究生兼职/实习，时间可灵活安排，优秀者可转正。                                     ,        , 上班地点：国贸地区  ,                                       , 公司提供与背景相应的薪资和福利。有兴趣者可发送简历至info@icprojects.org，期待你的加入！  , -- ,  , ",1494499239,"发信人: icprojects (icprojects), 信区: Intern ", 标  题: 【英普教育】市场经理/市场助理（欢迎实习生和兼职） 
"发信人: toutiao (今日头条招聘), 信区: Intern , 标  题: 【实习】【今日头条】C++开发实习生 , 发信站: 水木社区 (Thu May 11 18:25:52 2017), 站内 ,  , 职位描述： , 1、负责安卓blink内核的优化，提供产品功能的底层支持，包括不限于： , 2、优化内核性能，修复排版渲染等问题； , 3、优化webview缓存机制，提升页面打开速度； , 4、根据业务需求开发相关功能； , 5、阅读chromium项目源码，V8项目源码； , 职位要求： , 1、本科以上学历，计算机或相关专业毕业，良好的英文表达能力；  , 2.、精通C++ 语言开发，有扎实的代码编写和技术设计能力； , 3.、具有android平台应用程序开发、linux环境开发、精通前端开发(HTML, CSS, JS)优先；  , 4、对技术有一定的专研精神和较强的学习能力，善于思考，能独立分析和解决问题； , 5、可以每周实习4天及以上，连续实习4个月。 ,  , 关于我们： ,  北京字节跳动科技有限公司（Bytedance Ltd.）创立于2012年3月，旗下产品Web网站www.toutiao.com，客户端今日头条、内涵段子、内涵社区等。公司目前已完成C轮融资。截至2016年2月，“今日头条”已经在为将近4亿的忠诚用户服务，每天有超过4000万的用户在头条上找到让他们了解世界、启发思考、开怀一笑的信息，并活跃地参与互动。 , “你关注的，才是头条” ———What We Do  , “今日头条”客户端是一款依靠强大机器跟算法支撑的，基于大数据挖掘的推荐引擎产品。 系统会采集海量的信息，通过数据挖掘，智能分析出每时每刻最热门最值得用户关注的资讯；同时，推荐引擎会对用户浏览、收藏、转发、评论新闻资讯的行为不断进行智能分析，再结合用户的阅读习惯、阅读时间、阅读位置、社交网络等多个维度，建立起个人用户模型，两者结合，为用户推荐个性化的信息。最后呈现一千个人眼前会有一千个“今日头条”的效果。我们要做的就是比你更懂你。  ,  ,  这么好的实习机会你还等什么，快点加入我们今日头条吧！ ,  , -- ,  , ",1494498352,"发信人: toutiao (今日头条招聘), 信区: Intern ", 标  题: 【实习】【今日头条】C++开发实习生 
"发信人: toutiao (今日头条招聘), 信区: Intern , 标  题: 【实习】【今日头条】HR实习生 , 发信站: 水木社区 (Thu May 11 18:21:13 2017), 站内 ,  , 【职位描述】:   , 1、协助完成招聘信息收集与整理；   , 2、推荐简历，协调面试官、候选人沟通，负责跟进面试安排、面试反馈等招聘整体流程；  , 3、参与负责人力资源相关工作（包括但不限于内部推荐、员工关系、培训、绩效、校园招聘等）；  ,    , 【岗位要求】:   , 1、在校大三或大四已保研学生、非应届研究生二年级学生优先；   , 2、良好运用excel、word、ppt等办公软件；   , 3、良好的沟通表达能力；   , 4、逻辑思维能力及应变能力较好，富于团队协助精神；   , 5、能够连续实习3个月，每周至少工作4天。  ,  , 实习薪资：120/天 , 福利：免费三餐+水果零食 , 公司地点： , 北京海淀区北三环西路43号中航广场   , 邮件以【姓名-HR实习生-每周实习几天—可以实习几个月】为标题，发至 ttjobs@bytedance.com ,  , 关于我们： ,  北京字节跳动科技有限公司（Bytedance Ltd.）创立于2012年3月，旗下产品Web网站www.toutiao.com，客户端今日头条、内涵段子、内涵社区等。公司目前已完成C轮融资。截至2016年2月，“今日头条”已经在为将近4亿的忠诚用户服务，每天有超过4000万的用户在头条上找到让他们了解世界、启发思考、开怀一笑的信息，并活跃地参与互动。 , “你关注的，才是头条” ———What We Do  , “今日头条”客户端是一款依靠强大机器跟算法支撑的，基于大数据挖掘的推荐引擎产品。 系统会采集海量的信息，通过数据挖掘，智能分析出每时每刻最热门最值得用户关注的资讯；同时，推荐引擎会对用户浏览、收藏、转发、评论新闻资讯的行为不断进行智能分析，再结合用户的阅读习惯、阅读时间、阅读位置、社交网络等多个维度，建立起个人用户模型，两者结合，为用户推荐个性化的信息。最后呈现一千个人眼前会有一千个“今日头条”的效果。我们要做的就是比你更懂你。  ,  ,  这么好的实习机会你还等什么，快点加入我们今日头条吧！ ,  , -- ,  , ",1494498073,"发信人: toutiao (今日头条招聘), 信区: Intern ", 标  题: 【实习】【今日头条】HR实习生 
"发信人: toutiao (今日头条招聘), 信区: Intern , 标  题: 【实习】【今日头条】Android开发实习生 , 发信站: 水木社区 (Thu May 11 18:19:47 2017), 站内 ,  , 工作职责： , 1.负责公司移动产品(今日头条、内涵段子等)的研发,编写高质量的代码  , 2.和产品经理配合,深度参与手机产品需求讨论,功能定义等 , 岗位要求： , 1.乐观积极,沟通良好  , 2.热爱移动产品研发,愿意在移动开发领域深入钻研,并成为专家  , 3.具有扎实的计算机相关基础，有Android开发经验优先  , 4.对软件产品有强烈的责任心,具备良好的沟通能力和优秀的团队协作能力 , 5.2018年毕业生优先，每周保证4天实习时间。 ,  , 实习薪资：300/天 , 福利：免费三餐+水果零食 , 公司地点： , 北京海淀区北三环西路43号中航广场   , 邮件以【姓名-Android开发实习生-每周实习几天—可以实习几个月】为标题，发至 ttjobs@bytedance.com ,  , 关于我们： ,  北京字节跳动科技有限公司（Bytedance Ltd.）创立于2012年3月，旗下产品Web网站www.toutiao.com，客户端今日头条、内涵段子、内涵社区等。公司目前已完成C轮融资。截至2016年2月，“今日头条”已经在为将近4亿的忠诚用户服务，每天有超过4000万的用户在头条上找到让他们了解世界、启发思考、开怀一笑的信息，并活跃地参与互动。 , “你关注的，才是头条” ———What We Do  , “今日头条”客户端是一款依靠强大机器跟算法支撑的，基于大数据挖掘的推荐引擎产品。 系统会采集海量的信息，通过数据挖掘，智能分析出每时每刻最热门最值得用户关注的资讯；同时，推荐引擎会对用户浏览、收藏、转发、评论新闻资讯的行为不断进行智能分析，再结合用户的阅读习惯、阅读时间、阅读位置、社交网络等多个维度，建立起个人用户模型，两者结合，为用户推荐个性化的信息。最后呈现一千个人眼前会有一千个“今日头条”的效果。我们要做的就是比你更懂你。  ,  ,  这么好的实习机会你还等什么，快点加入我们今日头条吧！ ,  , -- ,  , ",1494497987,"发信人: toutiao (今日头条招聘), 信区: Intern ", 标  题: 【实习】【今日头条】Android开发实习生 
"发信人: toutiao (今日头条招聘), 信区: Intern , 标  题: 【实习】【今日头条】iOS开发实习生 , 发信站: 水木社区 (Thu May 11 18:20:28 2017), 站内 ,  , 工作职责： , 1.负责公司移动产品(今日头条、内涵段子等)的研发,编写高质量的代码  , 2.和产品经理配合,深度参与手机产品需求讨论,功能定义等 , 岗位要求： , 1.乐观积极,沟通良好  , 2.热爱移动产品研发,愿意在移动开发领域深入钻研,并成为专家  , 3.具有扎实的计算机相关基础，熟悉Objective-C或者Swift，有相关开发经验优先  , 4.对软件产品有强烈的责任心,具备良好的沟通能力和优秀的团队协作能力 , 5. 2018年毕业生优先，每周保证4天实习时间 ,  , 实习薪资：300/天 , 福利：免费三餐+水果零食 , 公司地点： , 北京海淀区北三环西路43号中航广场   , 邮件以【姓名-iOS开发实习生-每周实习几天—可以实习几个月】为标题，发至 ttjobs@bytedance.com ,  , 关于我们： ,  北京字节跳动科技有限公司（Bytedance Ltd.）创立于2012年3月，旗下产品Web网站www.toutiao.com，客户端今日头条、内涵段子、内涵社区等。公司目前已完成C轮融资。截至2016年2月，“今日头条”已经在为将近4亿的忠诚用户服务，每天有超过4000万的用户在头条上找到让他们了解世界、启发思考、开怀一笑的信息，并活跃地参与互动。 , “你关注的，才是头条” ———What We Do  , “今日头条”客户端是一款依靠强大机器跟算法支撑的，基于大数据挖掘的推荐引擎产品。 系统会采集海量的信息，通过数据挖掘，智能分析出每时每刻最热门最值得用户关注的资讯；同时，推荐引擎会对用户浏览、收藏、转发、评论新闻资讯的行为不断进行智能分析，再结合用户的阅读习惯、阅读时间、阅读位置、社交网络等多个维度，建立起个人用户模型，两者结合，为用户推荐个性化的信息。最后呈现一千个人眼前会有一千个“今日头条”的效果。我们要做的就是比你更懂你。  ,  ,  这么好的实习机会你还等什么，快点加入我们今日头条吧！ ,  , -- ,  , ",1494498028,"发信人: toutiao (今日头条招聘), 信区: Intern ", 标  题: 【实习】【今日头条】iOS开发实习生 
"发信人: reaishenghuo (chuju_xin), 信区: Intern , 标  题: 【实习】【今日头条】【商业化-HR实习生】 , 发信站: 水木社区 (Thu May 11 17:55:34 2017), 站内 ,  , 商业化-人力资源实习生 , 100-120/天 丨 北京 丨 本科 丨 4天/周 丨 实习4个月 , 职位诱惑：弹性工作；餐补；过亿及用户平台，提供年轻人快速成长的优质环境；团队优秀，氛围超级棒 , 职位描述 , 职位职责：  , 1、 维护、拓展公司招聘渠道，更新招聘信息 ；  , 2、 根据JD筛选、推荐简历，协调面试官、候选人沟通 ；  , 3、 负责跟进面试安排、面试反馈等招聘整体流程 ；  , 4、 参与负责人力资源相关工作（内部推荐、员工关系、培训、绩效、校园招聘等）的相关工作 ；  , 职位要求：  , 1、 本科或研究生在读如大三或研一、二年级，2018年及以后毕业，大四保研者优先 ，专业不限，心理学、人力资源管理等相关专业优先考虑； , 2、 熟练使用office等办公软件 ；  , 3、 每周保证实习4个工作日以上；  , 4、 积极、主动、耐心、踏实、高效、善于沟通。 , 希望你有想法有活力，简单坦诚开放， 这里有朋友，有才华，有段子，更有学习和成长机会！ , 投递方式： , 1.简历请以名字+学校+毕业时间+可实习月数+每周可实习天数+应聘职位命名； , 2.投递邮箱：xionglian@bytedance.com , 截止日期 , 2017-05-20 , -- ,  , ",1494496534,"发信人: reaishenghuo (chuju_xin), 信区: Intern ", 标  题: 【实习】【今日头条】【商业化-HR实习生】 
"发信人: reaishenghuo (chuju_xin), 信区: Intern , 标  题: 【实习】【今日头条】【财务实习生】 , 发信站: 水木社区 (Thu May 11 17:54:11 2017), 站内 ,  , 财务实习生 , 100-101/天 丨 北京 丨 本科及以上丨 4天/周 丨 实习3个月 , 职位诱惑：一日三餐 免费健身 良好氛围 下午茶 弹性工作 , 职位描述 , 1、将发票交给财务人员（发票背面需表明事由，招待费写清楚客户名称及人数） ； , 2、对发票进行基本审核（公司名称、发票有无盖章等）并登记（包括交来报销日期、部门、报销人员姓名、单据类型及数量） ； , 3、在系统中填写报销单据 ； , 4、在系统中查审报销状态将审批通过的单据打印，并连同原始发票粘贴好交给出纳（备注：需要时解答员工对单据的进度查询） 。 ,  , 职位要求： ,  1、全日制大学本科及以上学历； ,  2、具有相关实习或工作经验，热爱并愿意长期从事该职业； ,  3、熟悉公司文档管理，熟练使用各种办公软件及设备； ,  4、具有良好的沟通、协调能力，服务意识佳，有较强应变和学习能力； ,  5、仪表端庄，形象气质佳，品行佳，言谈举止大方得体。 , 6、工作地点在北京，需要尽快到岗 , 简历投递方式： ,     1.简历请以名字+学校+毕业时间+可实习月数+每周可实习天数+应聘职位命  名； , 2.投递邮箱：xionglian@bytedance.com ,  , 截止日期 , 2017-05-20 , -- ,  , ",1494496451,"发信人: reaishenghuo (chuju_xin), 信区: Intern ", 标  题: 【实习】【今日头条】【财务实习生】 
"发信人: pdmi (妮妮), 信区: Intern , 标  题: 【招聘】实习生 , 发信站: 水木社区 (Thu May 11 17:54:15 2017), 站内 ,  , 人民日报媒体技术股份公司营销部 招聘实习生 1名 ,  , 岗位职责：  , 主要负责采访录音整理、图文素材归集、稿件推送工资； ,  ,  岗位要求:  , 1、大二大三在读本科生，或研一在读学生；  , 2、具有较好的文字功底；  , 3、至少保证每周实习4天以上，至少实习3个月 ； ,  , 工作地点：  , 北京市朝阳区金台西路2号新媒体大厦29层 , 有意向者请将简历按照“学校+专业+年级+姓名”的格式发送至zhuhaifeng@pdmi.cn ,  , -- ,  , ",1494496455,"发信人: pdmi (妮妮), 信区: Intern ", 标  题: 【招聘】实习生 
"发信人: sevendays77 (sevendays77), 信区: Intern , 标  题: ［诚聘优秀学子做教学讲座］ , 发信站: 水木社区 (Thu May 11 18:15:48 2017), 站内 ,  , ［诚聘优秀学子做教学讲座］ , 招聘机构：唐山市某中小学培训机构（大学生创业型机构，成立三年，目前学生数量300余人） , 工作介绍：诚聘优秀学子（本科生、研究生均可）到本培训机构做教学相关讲座，讲座内容可基于自身所学专业、擅长学科面向家长、学生做的学习方法、学习经验、学习心得，沟通技巧等相关内容进行灵活设计。 , 学科方向：英语、数学、物理、化学、语文等 , 工作时间：周六或周日 , 工作地点：唐山市区 , 交通：北京—唐山（约1个小时），到唐山后有专车全程接送到学校，交通费由 , 本机构支付。(一天即可往还) , 饮食：本机构提供唐山地区美食 , 行程安排：（1）如果早上能10点之前到本机构，则上午做完讲座，中午吃完午饭，下午3点就能回到北京。 ,           （2）如果10点之后到本机构，则参加下午讲座（14：00-16：00）,晚上19:00能够回到北京。 ,           （3）如果课后愿在唐山游玩，本机构提供住宿。 , 薪酬：基本待遇丰厚，可根据讲座效果再行调整增加 , 证书：颁发荣誉证书，开具实习或社会实践证明 , 进入理想象牙塔你定是才华横溢、聪慧过人，此外，万分努力的你必有自己经过实践检验的的学习之道，如果您稍有空闲时间，愿为仍在努力在路上的后辈们传道解惑，或有志或兴趣使然于教育培训行业，我们欢迎优秀的您来海滨之城度过一个难忘的周末。 , 联系方式：吴先生   18710147089   微信：WJerome (欢迎微信沟通) , -- ,  , ",1494497748,"发信人: sevendays77 (sevendays77), 信区: Intern ", 标  题: ［诚聘优秀学子做教学讲座］ 
"发信人: reaishenghuo (chuju_xin), 信区: Intern , 标  题: 【实习】【今日头条】【法务实习生】 , 发信站: 水木社区 (Thu May 11 17:52:48 2017), 站内 ,  , 法务实习生 , 100-150/天 丨 北京地区 丨 本科及以上 丨 4天/周 丨 实习4个月 , 职位诱惑：美味三餐+水果零食+住房补贴 , 职位描述 , 岗位职责： , 1.合同盖章审核，流程跟进； , 2.解答法律咨询，协助产品上线前风险评估 , 3.协助处理知识产权事务（商标、专利、版权等资料搜索信息整理的工作） , 4.法律检索及其他法律事项 , 职位要求： , 1.法学专业，研究生、通过国家司法考试同学优先~ , 2.能够满足三个月以上和每周四天以上的实习期 , 3.具备良好的法学功底，熟悉合同法、公司法、民事诉讼法、商标法、著作权法等相关法律法规 , 4.有责任心和团队合作精神，认真谨慎，思维敏捷，诚恳踏实 , 5.工作地点在北京，需尽快到岗 , 简历投递方式： , 1.简历请以名字+学校+毕业时间+可实习月数+每周可实习天数+应聘职位命名； , 2.投递邮箱：xionglian@bytedance.com , 截止日期 , 2017-05-20 , -- ,  , ",1494496368,"发信人: reaishenghuo (chuju_xin), 信区: Intern ", 标  题: 【实习】【今日头条】【法务实习生】 
"发信人: zcg68957395 (zcg68957395), 信区: Intern , 标  题: 【人人网】【自媒体运营实习生】 , 发信站: 水木社区 (Thu May 11 17:34:17 2017), 站内 ,  , 【岗位职责】 , 微信公众号及自媒体号内容编辑、运营。 , 运营内容类型：直播、美女、校园、香车 , 编辑工作内容：有采集、微创新、原创、视频剪辑等能力，产生可自传播内容。 , 运营工作：数据统计、效果监控、公众号调研、导粉。 , 领导交办的其他任务。 ,  , 人员要求 , 本科及以上在校大学生，大三、研一优先，211/985院校优先； , 每周工作3-5个工作日 , 优秀的文字表达力，有相关实习经验的优先考虑 , 工作态度：积极向上、有责任心、热情、主动。 ,  , 实习待遇： , -薪资120/天，餐补20元/天 , -免费下午茶，现磨咖啡每天不限量供应   , -弹性工作制，免费班车 , -健身房、休息室等各种配套设施 , -节日活动福利 ,  , 坐标：朝阳酒仙桥 , 简历投递：chungang.zhao@renren-inc.com  赵先生 , 命名：姓名+职位+渠道 , -- ,  , ",1494495257,"发信人: zcg68957395 (zcg68957395), 信区: Intern ", 标  题: 【人人网】【自媒体运营实习生】 
"发信人: zcg68957395 (zcg68957395), 信区: Intern , 标  题: 【人人网】【桌面运维实习生】 , 发信站: 水木社区 (Thu May 11 17:38:24 2017), 站内 ,  , 岗位职责： , 1、维护公司电脑、电话、打印机、复印机、投影、视频会议等办公器材； , 2、负责计算机软硬件的安装、配置和保管及其他附属硬件； , 3、排查及解决电脑日常软硬件故障、系统及应用软件的故障问题，并提供必要的操作方面的协助； , 4、日常办公网页、OA系统及故障定位， , 5、需每周至少到岗3个工作日（周六、日不上班） ,  , 任职要求： , 1、本科及以上在校生，计算机相关专业优先； , 2、具备桌面终端故障排除能力； , 3、工作认真负责、性格外向、踏实认真，具有良好的沟通能力和团队协作能力； , 4、熟悉台式机、笔记本电脑、服务器的硬件安装优先； , 5、熟悉Windows 7/8/10等系统安装和配置优先； , 6、参予过Java /SQL课程或者Microsoft /exchange 实践经验者优先考虑； , 7、实习期表现良好的可转为正式员工。 ,  , 实习待遇： , -薪资120/天，餐补20元/天 , -免费下午茶，现磨咖啡每天不限量供应   , -弹性工作制，免费班车 , -健身房、休息室等各种配套设施 , -节日活动福利 ,  , 坐标：朝阳酒仙桥 , 简历投递：chungang.zhao@renren-inc.com  赵先生 , 命名：姓名+职位+渠道 ,  , -- ,  , ",1494495504,"发信人: zcg68957395 (zcg68957395), 信区: Intern ", 标  题: 【人人网】【桌面运维实习生】 
"发信人: zcg68957395 (zcg68957395), 信区: Intern , 标  题: 【人人网】【HR实习生（招聘方向）】 , 发信站: 水木社区 (Thu May 11 17:27:20 2017), 站内 ,  , 工作职责： , -协助recruiter完成指定的招聘相关工作，结果导向。   , -通过各种招聘渠道筛选候选人简历，意向人选的电话初步沟通 , -候选人面试接待 , -及时收集招聘相关信息和数据，对数据进行统计与分析，提交总结报告 , -领导交办的其他任务。 ,   , 职位要求： , -本科及以上在校大学生，人力资源管理、工商管理等专业，18年以后毕业的优先 , -熟练使用excel办公软件 , -具备相关实习经验优先 , -积极主动，能够承受较大的工作压力 ,   , 实习待遇： , -薪资120元/天 , -免费下午茶，现磨咖啡每天不限量供应   , -弹性工作制，免费班车 , -健身房、休息室等各种配套设施 , -节日活动福利 ,   , 时间要求： , 实习时间3-6个月，每周至少工作4天 ,  , 坐标：朝阳酒仙桥 , 简历投递：chungang.zhao@renren-inc.com  赵先生 , 命名：姓名+职位+渠道 ,  ,  , -- ,  , ",1494494840,"发信人: zcg68957395 (zcg68957395), 信区: Intern ", 标  题: 【人人网】【HR实习生（招聘方向）】 
"发信人: hyfmnbx (Fancy), 信区: Intern , 标  题: 【实习】【恒润科技】-结构实习生 , 发信站: 水木社区 (Fri Dec 16 09:51:28 2016), 站内 ,  , 1、请有意向的同学发送电子简历至实习生招聘邮箱:  intern@hirain.com   , 2、邮件主题格式：应聘事业部+投递岗位+学校+专业+姓名+可实习天数/周   ,      简历请黏贴在邮件正文中，并带附件，附件简历命名方式与邮件主题一致；   , 3、实习时间： 每周不少于3-4天，持续3个月或3个月以上，能够长期实习者优先；   , 4、实习表现优秀的可提前与公司签订就业协议；   , 5、具体岗位需求详见下表；   ,      , CE结构设计部  结构实习生      ,      , 岗位职责：   , 1.在导师指导下完成设计需求沟通、结构设计&开发工作（模型建模、工程图纸）；     , 2.在导师指导下完成各类标准件的选型；     , 3.在导师指导下完成，协助部门基础零件库建设；    , 4.完成自研结构件的外包、标准件的采购。      ,      , 岗位要求：   , 1.本科三年级以上或在读硕士研究生，机械制造及自动化、机械设计及理论、车辆工程等专业；   , 2.熟练使用CATIA建模软件，有结构设计经验者优先；   , 3.每周至少保证3天的在岗时间。   ,      ,      ,      , 【公司简介】   ,      , 恒润科技作为本土领先的汽车、军工电子控制系统开发服务供应商，致力于从事产品研发生产、项目咨询服务以及研发工具代理。公司成立于1998年，现有员工1100多人，60%以上的员工拥有硕士及博士学历。总部位于北京，设有上海、美国底特律分公司，成都、长春、武汉办事处以及重庆、广州联络处，并在北京、上海建立现代化的汽车电子生产工厂，形成了完善的科研、生产、营销、服务体系。   ,      , 秉承“价值创新，服务客户”的理念，恒润科技汽车电子业务致力于为国内外汽车厂商提供全方位高价值的一体化产品与服务，业务涵盖汽车底盘及安全系统、车身及舒适性系统、动力系统、信息娱乐系统等应用领域，已成为美国通用、上汽、上海小糸、一汽解放、北汽福田、中国重汽、北奔重汽等国内外厂商的配套供应商。恒润科技军工电子业务包括射频仿真、航电、控制系统等，服务于航空、航天、电子、兵器、船舶等多个行业领域，承接国内百余家用户合作项目，软、硬件产品达40多项，其中多项技术处于国内领先水平。   , 恒润科技奉行“精心策划、技术领先、持续改进、顾客满意”的质量方针，建立了科学、严密的质量管理和CMMI项目管理体系，先后通过GB/T19001-2000、TS16949质量体系认证，成为国际汽车电子标准组织AUTOSAR、国际工业自动化组织CIA协会的会员。恒润科技一直致力于自主创新，目前已获得国家授权专利62项，还有几十项国内外专利在审批中，2010年被评为“北京市专利示范单位”；同时，多个项目被北京市评为“北京市自主创新产品”、“北京市火炬计划项目”等。恒润科技的快速发展见证了中国汽车、军工电子行业自主创新的探索历程。未来，恒润科技将继续致力于自主研发创新，为汽车、军工电子技术的腾飞做出更大的贡献！   ,      , 恒润科技在管理上倡导“民主+科学”的企业文化，鼓励员工发挥其主动性、创造性，在公司内部营造积极进取、严谨务实的工作氛围。在这里，我们创造了一个轻松协作、积极参与的环境；在这里，我们营造一个活泼奋进、永葆激情的氛围；在这里，我们鼓励创新精神，提倡平等交流；在这里，我们重视团队合作，注重个人发展。   , 如果你渴望施展才华、增长才干，如果你相信自己的能力和潜力，如果你向往简单和谐的人际环境，如果你希望感受到为中国国防工业和汽车工业做出贡献的成就感，那么敬请关注恒润、加入恒润。 , -- ,  , ",1481853088,"发信人: hyfmnbx (Fancy), 信区: Intern ", 标  题: 【实习】【恒润科技】-结构实习生 
"发信人: hyfmnbx (Fancy), 信区: Intern , 标  题: 【实习】【恒润科技】-硬件类实习生 , 发信站: 水木社区 (Fri Dec 16 09:49:31 2016), 站内 ,  , 1、请有意向的同学发送电子简历至实习生招聘邮箱:  intern@hirain.com   , 2、邮件主题格式：应聘事业部+投递岗位+学校+专业+姓名+可实习天数/周   ,      简历请黏贴在邮件正文中，并带附件，附件简历命名方式与邮件主题一致；   , 3、实习时间： 每周不少于3-4天，持续3个月或3个月以上，能够长期实习者优先；   , 4、实习表现优秀的可提前与公司签订就业协议；   , 4、工作地点：北京市海淀区知春路7号致真大厦D座5-10层   ,      , 汽车电子     硬件系统实习生       ,      , 岗位职责：   , 1.测试设备系统方案设计；   , 2.汽车电子硬件的相关测试项目的设计、实施及环境搭建等。       ,      , 岗位要求：   , 1.硕士及以上学历，电子类或汽车类相关专业；   , 2.熟悉数字电路和模拟电路基础；   , 3.熟练使用各种测试和测量设备。   ,      , 军工电子、汽车电子        硬件实习生       ,      , 岗位职责：   , 1.协助硬件工程师完成硬件原理图设计工作；   , 2.协助硬件工程师进行boom整理，进行平台生产；   , 3.在硬件工程师的指导下进行硬件原理图的设计；   , 4.在逻辑工程师的指导下进行逻辑设计。   ,          , 岗位要求：   , 1.电子、通信、计算机、自动化等理工类专业；   , 2.了解硬件设计流程，能够使用Cadence 或者protel等硬件设计工具进行设计开发工作；   , 3.能够开发或者了解FPGA.DSP或者ARM等智能处理器。   ,      , 汽车电子    电子元器件选型与评估实习生       ,      , 岗位要求：   , 1.管理和维护物料相关信息及应用流程；   , 2.提供合理的物料选择，支持产品开发、生产、采购等过程；   , 3.优化产品用物料成本。       ,      , 岗位职责：   , 1.汽车类，电子类，通信信号类，自动化，控制类，计算机类，测试测量，光电类，可靠性类，环境试验类，电磁类等相关专业；   , 2.英语4级或以上，本科毕业证、学位证或以上；    , 3.做事积极认真、有责任心、善于学习。   ,      , 【公司简介】   ,      , 恒润科技作为本土领先的汽车、军工电子控制系统开发服务供应商，致力于从事产品研发生产、项目咨询服务以及研发工具代理。公司成立于1998年，现有员工1100多人，60%以上的员工拥有硕士及博士学历。总部位于北京，设有上海、美国底特律分公司，成都、长春、武汉办事处以及重庆、广州联络处，并在北京、上海建立现代化的汽车电子生产工厂，形成了完善的科研、生产、营销、服务体系。   ,      , 秉承“价值创新，服务客户”的理念，恒润科技汽车电子业务致力于为国内外汽车厂商提供全方位高价值的一体化产品与服务，业务涵盖汽车底盘及安全系统、车身及舒适性系统、动力系统、信息娱乐系统等应用领域，已成为美国通用、上汽、上海小糸、一汽解放、北汽福田、中国重汽、北奔重汽等国内外厂商的配套供应商。恒润科技军工电子业务包括射频仿真、航电、控制系统等，服务于航空、航天、电子、兵器、船舶等多个行业领域，承接国内百余家用户合作项目，软、硬件产品达40多项，其中多项技术处于国内领先水平。   , 恒润科技奉行“精心策划、技术领先、持续改进、顾客满意”的质量方针，建立了科学、严密的质量管理和CMMI项目管理体系，先后通过GB/T19001-2000、TS16949质量体系认证，成为国际汽车电子标准组织AUTOSAR、国际工业自动化组织CIA协会的会员。恒润科技一直致力于自主创新，目前已获得国家授权专利62项，还有几十项国内外专利在审批中，2010年被评为“北京市专利示范单位”；同时，多个项目被北京市评为“北京市自主创新产品”、“北京市火炬计划项目”等。恒润科技的快速发展见证了中国汽车、军工电子行业自主创新的探索历程。未来，恒润科技将继续致力于自主研发创新，为汽车、军工电子技术的腾飞做出更大的贡献！   ,      , 恒润科技在管理上倡导“民主+科学”的企业文化，鼓励员工发挥其主动性、创造性，在公司内部营造积极进取、严谨务实的工作氛围。在这里，我们创造了一个轻松协作、积极参与的环境；在这里，我们营造一个活泼奋进、永葆激情的氛围；在这里，我们鼓励创新精神，提倡平等交流；在这里，我们重视团队合作，注重个人发展。   , 如果你渴望施展才华、增长才干，如果你相信自己的能力和潜力，如果你向往简单和谐的人际环境，如果你希望感受到为中国国防工业和汽车工业做出贡献的成就感，那么敬请关注恒润、加入恒润。   , -- ,  , ",1481852971,"发信人: hyfmnbx (Fancy), 信区: Intern ", 标  题: 【实习】【恒润科技】-硬件类实习生 
